id;name;disambiguatingDescription;description;longitude;latitude;streetAddress;postalCode;addressLocality;telephone;email;url;image;dateModified0c0e704d-dd03-412a-9cd7-ce4a3e075e24;Lauterbrunnen 360°;7.9078016;46.5939043;[{'@type': 'ImageObject', 'contentUrl': 'https://jrtagpimtsoch.sos-ch-dk-2.exoscale-cdn.com/catalog/7/c/6/6/7c66cd384089ddcff3dc3cb62b35f193d42f6628_latestpreview.jpg'}];2026-05-06T08:45:38+02:00
f1c6b202-c1e5-4c4f-a900-a3253c63688e;Pfingstegg;8.056427836418154;46.617411440402215;[{'@type': 'ImageObject', 'contentUrl': 'https://jrtagpimtsoch.sos-ch-dk-2.exoscale-cdn.com/catalog/a/2/2/2/a222d5a79e8ca3f7c40d8d3a8d5c8f3269264b79_Pfingstegg_2025_1011_004000.jpg'}];2026-07-08T14:25:17+02:00
fb83e590-cfa2-484a-a232-fcf80897fb26;Station Eigergletscher;7.9751857;46.5754214;[{'@type': 'ImageObject', 'contentUrl': 'https://jrtagpimtsoch.sos-ch-dk-2.exoscale-cdn.com/catalog/7/f/3/3/7f338e5abb7076c3a5da5a2c84d632a3624c8357_Eigergletscher_Luftaufnahme_Abendstimmung_Winter_2.jpg'}];2026-07-08T14:27:27+02:00
